1837;9 (Mairie de Montreuil/Pont de Sèvres);metro
1838;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);metro
1838;5 (Place d'Italie/Bobigny - Pablo Picasso);metro
1839;14 (Olympiades/Saint-Lazare);metro
1839;1 (La Défense/Château de Vincennes);metro
1841;4 (Mairie de Montrouge/Porte de Clignancourt);metro
1841;5 (Place d'Italie/Bobigny - Pablo Picasso);metro
1841;7 (Villejuif - Louis Aragon / Mairie d'Ivry/La Courneuve - 8 mai 1945);metro
1842;4 (Mairie de Montrouge/Porte de Clignancourt);metro
1842;5 (Place d'Italie/Bobigny - Pablo Picasso);metro
1844;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
1846;1 (La Défense/Château de Vincennes);metro
1848;6 (Charles de Gaulle - Etoile/Nation);metro
1849;11 (Châtelet/Mairie des Lilas);metro
1850;1 (La Défense/Château de Vincennes);metro
1851;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
1852;3 (Pont de Levallois - Bécon/Gallieni (Parc de Bagnolet));metro
1852;9 (Mairie de Montreuil/Pont de Sèvres);metro
1853;5 (Place d'Italie/Bobigny - Pablo Picasso);metro
1855;11 (Châtelet/Mairie des Lilas);metro
1855;1 (La Défense/Château de Vincennes);metro
1857;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
1857;8 (Pointe du Lac/Balard);metro
1858;9 (Mairie de Montreuil/Pont de Sèvres);metro
1859;5 (Place d'Italie/Bobigny - Pablo Picasso);metro
1860;9 (Mairie de Montreuil/Pont de Sèvres);metro
1861;2 (Porte Dauphine (Maréchal de Lattre de Ta/Nation);metro
1861;5 (Place d'Italie/Bobigny - Pablo Picasso);metro
1861;7B (Louis Blanc/Pré-Saint-Gervais);metro
1862;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);metro
1864;11 (Châtelet/Mairie des Lilas);metro
1865;12 (Front Populaire/Mairie d'Issy);metro
1866;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);metro
1866;7 (Villejuif - Louis Aragon / Mairie d'Ivry/La Courneuve - 8 mai 1945);metro
1867;6 (Charles de Gaulle - Etoile/Nation);metro
1868;2 (Porte Dauphine (Maréchal de Lattre de Ta/Nation);metro
1869;7 (Villejuif - Louis Aragon / Mairie d'Ivry/La Courneuve - 8 mai 1945);metro
1872;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
1874;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);metro
1874;6 (Charles de Gaulle - Etoile/Nation);metro
1874;8 (Pointe du Lac/Balard);metro
1876;9 (Mairie de Montreuil/Pont de Sèvres);metro
1879;12 (Front Populaire/Mairie d'Issy);metro
1882;5 (Place d'Italie/Bobigny - Pablo Picasso);metro
1885;12 (Front Populaire/Mairie d'Issy);metro
1885;1 (La Défense/Château de Vincennes);metro
1885;8 (Pointe du Lac/Balard);metro
1887;12 (Front Populaire/Mairie d'Issy);metro
1888;7 (Villejuif - Louis Aragon / Mairie d'Ivry/La Courneuve - 8 mai 1945);metro
1889;12 (Front Populaire/Mairie d'Issy);metro
1890;6 (Charles de Gaulle - Etoile/Nation);metro
1892;2 (Porte Dauphine (Maréchal de Lattre de Ta/Nation);metro
1893;2 (Porte Dauphine (Maréchal de Lattre de Ta/Nation);metro
1894;7 (Villejuif - Louis Aragon / Mairie d'Ivry/La Courneuve - 8 mai 1945);metro
1896;9 (Mairie de Montreuil/Pont de Sèvres);metro
1897;8 (Pointe du Lac/Balard);metro
1898;8 (Pointe du Lac/Balard);metro
1899;8 (Pointe du Lac/Balard);metro
1900;7B (Louis Blanc/Pré-Saint-Gervais);metro
1901;6 (Charles de Gaulle - Etoile/Nation);metro
1901;8 (Pointe du Lac/Balard);metro
1902;4 (Mairie de Montrouge/Porte de Clignancourt);metro
1902;6 (Charles de Gaulle - Etoile/Nation);metro
1906;6 (Charles de Gaulle - Etoile/Nation);metro
1907;6 (Charles de Gaulle - Etoile/Nation);metro
1908;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);metro
1908;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
1909;8 (Pointe du Lac/Balard);metro
1910;6 (Charles de Gaulle - Etoile/Nation);metro
1911;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);metro
1912;5 (Place d'Italie/Bobigny - Pablo Picasso);metro
1913;1 (La Défense/Château de Vincennes);metro
1914;4 (Mairie de Montrouge/Porte de Clignancourt);metro
1915;3 (Pont de Levallois - Bécon/Gallieni (Parc de Bagnolet));metro
1916;9 (Mairie de Montreuil/Pont de Sèvres);metro
1917;8 (Pointe du Lac/Balard);metro
1918;12 (Front Populaire/Mairie d'Issy);metro
1919;8 (Pointe du Lac/Balard);metro
1923;7 (Villejuif - Louis Aragon / Mairie d'Ivry/La Courneuve - 8 mai 1945);metro
