1620;5869;2212
1621;4260;1824
1622;2932;4667
1624;5372;4131
1626;1315;6127
1627;5433;2436
1628;4690;3414
1629;5776;4543
1630;4808;4723
1631;2684;5411
1632;3284;5015
1633;2764;5547
1634;5084;3571
1635;5084;3571
1636;4832;6307
1637;7244;3351
1638;3440;2951
1639;1480;4199
1640;3060;4199
1642;5121;3343
1643;3116;5179
1644;2588;4707
1645;2648;6074
1646;3756;5627
1647;6176;2212
1648;1588;3655
1649;4836;7154
1650;4836;6994
1651;4836;6994
1652;6460;2163
1653;5612;1907
1654;2700;2623
1655;7304;4819
1656;2836;5883
1657;5884;4239
1658;2476;2400
1659;1088;4859
1660;3948;5727
1661;3456;5191
1662;5872;3326
1664;5504;4131
1665;3800;3407
1666;5492;2252
1667;6916;4283
1668;2948;4711
1669;5744;1564
1670;2896;2431
1671;4088;3403
1672;1152;4199
1673;1151;4199
1674;6160;4507
1675;3116;4851
1676;2360;2855
1679;4508;3851
1680;5224;3521
1681;5732;4087
1684;2940;3279
1685;6924;3243
1686;2700;3243
1687;2700;5091
1688;3952;2659
1689;3612;4875
1690;6904;4991
1691;5160;5691
1693;6000;3795
1694;4000;4743
1695;4820;4471
1696;2664;3563
1697;3528;5351
1698;3528;5087
1699;5128;4107
1700;2336;2271
1701;3548;4571
1702;4132;3831
1703;5740;2051
1705;3184;6275
1706;4428;2859
1707;1256;2199
1708;1952;1884
1709;1228;2603
1710;708;6498
1711;4588;4499
1712;3876;4239
1713;4104;5575
1714;1308;3383
1715;6468;5695
1716;1544;2923
1717;860;5591
1718;5052;6599
1719;5584;6627
1720;3819;6506
1721;6868;3791
1722;2700;2623
1723;6312;5855
1724;5316;6610
1725;2812;1795
1726;4136;1696
1727;6804;4387
1728;6284;2267
1729;1088;6079
1730;3132;1712
1731;2980;6498
1732;2304;6419
1733;6664;4859
1734;5008;1727
1735;5856;1893
1736;6936;2952
1737;6662;2707
1738;3384;3871
1740;2384;2299
1741;6220;3795
1742;5636;6030
1743;5179;5107
1744;3580;3739
1745;4748;4007
1746;1440;5615
1747;2824;3429
1748;6620;2008
1749;2524;2799
1750;6056;5219
1751;3508;5595
1753;4064;6119
1754;6028;3535
1755;2675;2631
1756;2309;2631
1757;2472;2751
1758;6292;4827
1759;6416;4703
1761;5132;6138
1762;5540;3335
1763;5300;3803
1764;6684;3487
1765;6320;3483
1766;5956;3479
1767;3856;2947
1768;3636;5435
1769;5376;3687
1770;3940;4911
1771;3384;3547
1772;2188;5763
1773;6008;2235
1774;3392;4207
1775;3476;5807
1776;2739;5689
1777;5528;1680
1778;3720;4719
1779;5832;3687
1780;1512;4619
1781;3064;5663
1782;6748;3503
1783;3376;6102
1784;6224;4011
1785;6540;5095
1786;5744;6682
1787;3924;2371
1788;4548;5459
1789;4884;6142
1790;3140;2371
1792;6476;2971
1793;4836;6658
1794;5552;4207
1795;3908;3051
1798;5356;4715
1799;3476;4951
1800;4708;5895
1801;4263;4099
1802;1372;2751
1803;6456;6095
1804;3144;2667
1805;7040;3479
1806;5404;2627
1807;2156;2076
1808;1968;6135
1809;3652;4211
1810;2580;5739
1811;4108;5195
1812;3692;4927
1813;2768;3823
1814;1772;6958
1815;5884;6818
1816;2520;1520
1817;7140;4075
1818;3516;1296
1819;7144;2747
1820;4836;6474
1823;2220;2152
1826;2580;2507
1828;4375;2008
1829;972;6254
1830;7612;2975
1831;5004;1924
1832;2980;5515
1833;3124;5359
1834;4336;5067
1835;6384;5543
1836;1088;5487
1837;1088;5687
1838;5156;5495
1839;5386;5159
1840;5386;5159
1841;4478;2863
1842;4836;2548
1843;4996;2555
1844;3316;1496
1845;4108;6726
1846;2212;3603
1847;1744;6172
1848;4416;6131
1849;5456;3323
1850;911;2237
1851;3140;1928
1852;3236;3407
1853;6572;2260
1854;2452;2375
1855;4556;4219
1857;2580;4415
1858;1816;4199
1859;5092;3231
1860;1084;5175
1861;5620;2567
1862;1668;5487
1863;5304;3967
1864;6220;2983
1865;4172;2036
1866;4712;5279
1867;1744;3575
1868;4980;2375
1869;6256;1216
1870;3604;4835
1871;911;2237
1872;3144;2176
1873;1868;5971
1874;2200;5211
1876;1088;4543
1877;4736;1360
1878;5996;4395
1880;4107;6930
1882;6012;2472
1883;4736;2339
1884;2408;5747
1885;2756;4115
1887;2452;6267
1888;5732;2019
1889;1996;6738
1890;4672;6155
1891;1732;6174
1892;2352;2967
1893;5828;3336
1894;5621;2133
1896;7028;4179
1897;6956;6876
1898;6956;7155
1899;6956;7017
1900;6482;2568
1901;6254;5418
1902;4107;5919
1904;4058;576
1905;5024;2343
1906;6074;5601
1907;1923;5037
1908;2964;5349
1909;2202;4863
1910;3473;5676
1911;1329;5481
1912;6770;2154
1913;1080;2463
1914;4238;3918
1915;2910;2832
1916;1083;5889
1917;5696;4857
1918;3144;5595
1919;5126;3906
1920;3375;5066
1921;3249;4571
1922;5303;3650
1923;6260;1437
1924;2424;3801
1925;2205;5739
1927;3486;5922
1928;7121;3807
1929;6551;3792
1930;3857;3840
1931;2976;1971
1932;5783;3398
1933;5345;4308
1934;2007;5840
1935;7370;3221
1936;6121;2766
1937;6593;4623
1938;7037;5123
1939;4050;2922
1940;2577;5349
1941;5045;5868
1942;4475;5196
1944;4550;5682
1949;2589;3957
1950;1221;5685
1951;6644;6273
1952;1902;5424
1953;2013;3315
1954;1950;3378
1955;6035;4380
1956;2060;3047
1957;3582;3393
1958;5129;4348
1959;5387;6147
1960;4374;2166
1961;4776;3075
1962;7136;5223
1963;5243;2748
1964;4158;4251
1967;4319;4116
1968;2886;7161
1969;4109;4464
1970;4108;6487
1972;5660;2847
1973;2211;5523
1975;3933;2208
1978;6230;4281
1980;2166;4057
1981;3942;6387
1982;2055;1952
1983;3567;7656
1984;4228;2375
1985;4058;7116
1986;1785;3153
1988;4958;3768
1989;2769;4500
1990;3231;3603
1991;5627;954
1992;6065;1689
1993;5532;2212
1994;2022;5301
1995;6254;4545
1996;3897;7278
1997;1749;6345
1999;4583;2388
2000;5165;4560
2003;6410;5268
2004;5654;3117
2005;5900;5766
2006;837;6384
2007;1740;4845
2008;5228;2216
2009;3531;2382
2010;7121;1806
2011;6911;2007
2012;1506;3876
2013;5780;4712
2014;5786;2700
2015;4484;3420
2016;6257;2766
2017;2130;5976
2018;714;5739
2019;567;5895
2020;3758;7416
2021;4158;2310
2022;4158;2217
5560;3855;726
5561;4217;1928
5562;4370;1776
5563;4547;1608
5564;4723;1431
5565;4890;1257
5566;4962;1044
5567;4962;831
5572;2796;1476
5573;2910;1596
5574;3033;1706
5575;3144;1821
5576;3261;1943
5577;3378;2055
5578;3495;2174
5579;2847;846
5580;2844;1311
5581;2811;1803
5584;1202;3414
5585;915;4233
5586;1029;4599
5587;1365;4821
5588;1275;4820
5589;1797;4745
5590;1908;4532
5591;2166;4532
5592;2520;4400
5593;2709;4310
5594;990;7404
5596;1176;7233
5597;1350;7050
5598;1554;6606
5599;1572;6063
5600;1581;5379
5601;1734;4671
5602;2145;4416
5603;2589;4407
5604;2940;4410
5605;4098;4692
5606;5166;5475
5607;6107;6558
5608;6107;6945
5609;6107;7320
5610;4509;4661
5611;4469;4886
5612;4170;5027
5613;3866;5030
5614;3477;5066
5615;3315;5234
5617;4514;5126
5618;4511;5318
5619;4511;5498
5620;4334;5822
5621;4158;5969
5622;4022;6161
5623;3857;6313
5624;3789;6538
5625;3789;6751
5626;3696;6907
5628;3419;7012
5629;3096;7012
5630;2814;7009
5631;2451;7015
5632;2061;7015
5633;1680;7012
5634;1314;7009
5635;3783;6994
5636;3654;7180
5637;3527;7297
5638;3408;7423
5639;3285;7540
5640;3168;7666
5641;3045;7783
5642;2379;2298
5643;1551;2928
5644;1011;7012
8337;4970;636
8338;4962;435
11037;3580;7662
11038;3956;5211
11039;4136;5395
15517;1868;1312
15518;1868;1508
15519;1952;1884
15520;1636;2112
15522;1628;2715
15523;1756;2847
15524;1868;2955
16500;2784;4267
16502;3664;6199
16503;3500;6043
16504;3352;5879
16505;3180;5715
16814;1752;1120
16815;6016;1564
16817;1868;1704
20952;5386;5159
20953;4634;4271
20954;4638;4517
20955;4638;4739
20956;4638;4979
20957;4640;5213
20958;4602;5672
20959;4547;6095
20964;4700;6248
20965;4856;6409
20966;2172;6559
20967;4596;6267
20971;4660;6423
20972;4808;6563
20973;4478;6707
20974;5132;6702
20975;5268;6894
20976;4876;7214
20977;4768;7330
20978;4664;7430
20979;4616;7526
20980;4616;7630
20981;4624;7734
20982;4620;7842
20983;4620;7950
20984;4800;5511
20985;4980;5695
20986;5152;5871
20987;5324;6043
20988;5504;6218
20989;5672;6390
20990;5844;6563
20991;6012;6730
20992;6188;6902
20993;6368;7082
21582;7205;6588
21583;6953;6732
22439;4149;990
22441;2877;6927
22442;2883;6702
22443;2223;1218
22616;2456;5327
22617;2676;5219
22618;2565;5115
22619;2448;4991
22620;2272;4807
23674;6818;6444
23870;441;2670
23876;525;6708
23877;675;6858
23878;930;6966
23879;1230;6900
49183;4293;1344
50047;3390;3867
50055;6050;400
50399;4877;669
50622;4653;888
51020;5894;6204
51922;3234;3162
51923;5045;2583
51924;6377;1743
51925;7364;2286
51926;5412;2719
51927;5608;2831
51928;5756;2983
51930;6360;2995
51931;5340;2815
