trip_id;arrival_time;departure_time;stop_id;stop_sequence;;;stop_id;stop_nieghbor;travel_time
5,61E+15;17:46:00;17:46:00;161468;15;;;;;
5,71E+15;16:33:00;16:33:00;2302;7;;;;;
5,71E+15;16:36:00;16:36:00;2211;8;;;;;
5,71E+15;16:39:00;16:39:00;2222;9;;;;;
5,71E+15;16:42:00;16:42:00;2102;10;;;;;
5,71E+15;16:45:00;16:45:00;2545;11;;;;;
5,71E+15;16:49:00;16:49:00;2238;12;;;;;
5,71E+15;16:52:00;16:52:00;2368;13;;;;;
5,71E+15;16:54:00;16:54:00;2369;14;;;;;
5,71E+15;16:56:00;16:56:00;2370;15;;;;;
5,71E+15;16:59:00;16:59:00;2458;16;;;;;
5,71E+15;17:03:00;17:03:00;2318;17;;;;;
5,71E+15;17:07:00;17:07:00;2480;18;;;;;
5,71E+15;01:13:00;01:13:00;2368;19;;;;;
5,71E+15;01:15:00;01:15:00;2369;20;;;;;
5,71E+15;01:17:00;01:17:00;2370;21;;;;;
5,71E+15;01:20:00;01:20:00;2458;22;;;;;
5,71E+15;16:59:00;16:59:00;2369;17;;;;;
5,71E+15;17:01:00;17:01:00;2370;18;;;;;
5,81E+15;17:39:00;17:39:00;1652;14;;;;;
5,81E+15;17:42:00;17:42:00;1840;15;;;;;
5,81E+15;17:45:00;17:45:00;1839;16;;;;;
5,81E+15;17:47:00;17:47:00;1859;17;;;;;
5,81E+15;17:50:00;17:50:00;1636;18;;;;;
5,81E+15;17:53:00;17:53:00;2012;19;;;;;
5,81E+15;17:58:00;17:58:00;161468;20;;;;;
5,91E+15;08:29:00;08:29:00;2306;5;;;;;
5,91E+15;08:32:00;08:32:00;2307;6;;;;;
5,91E+15;08:35:00;08:35:00;2532;7;;;;;
5,91E+15;08:39:00;08:39:00;2304;8;;;;;
5,91E+15;08:42:00;08:42:00;2499;9;;;;;
6,01E+15;18:04:00;18:04:00;1636;17;;;;;
6,01E+15;18:08:00;18:08:00;2012;18;;;;;
6,01E+15;18:12:00;18:12:00;161468;19;;;;;
6,01E+15;18:14:00;18:14:00;1885;20;;;;;
6,11E+15;08:49:00;08:49:00;2304;6;;;;;
6,11E+15;08:52:00;08:52:00;2499;7;;;;;
6,11E+15;09:24:00;09:24:00;2290;16;;;;;
6,11E+15;09:27:00;09:27:00;2523;17;;;;;
6,11E+15;09:08:00;09:08:00;2480;23;;;;;
6,21E+15;09:48:00;09:48:00;1652;17;;;;;
6,21E+15;09:51:00;09:51:00;1840;18;;;;;
6,21E+15;09:54:00;09:54:00;1839;19;;;;;
6,21E+15;09:56:00;09:56:00;1859;20;;;;;
6,21E+15;10:06:00;10:06:00;161468;23;;;;;
6,31E+15;18:08:00;18:08:00;2103;20;;;;;
6,31E+15;18:11:00;18:11:00;2248;21;;;;;
6,31E+15;18:13:00;18:13:00;2188;22;;;;;
6,31E+15;18:16:00;18:16:00;2119;23;;;;;
6,31E+15;18:18:00;18:18:00;2105;24;;;;;
6,31E+15;18:21:00;18:21:00;2507;25;;;;;
6,31E+15;18:24:00;18:24:00;2508;26;;;;;
6,31E+15;18:26:00;18:26:00;2387;27;;;;;
6,31E+15;18:32:00;18:32:00;2451;28;;;;;
6,31E+15;18:34:00;18:34:00;48432;29;;;;;
6,51E+15;08:44:00;08:44:00;2129;8;;;;;
7,01E+15;21:51:00;21:51:00;2006;10;;;;;
7,01E+15;21:54:00;21:54:00;1912;11;;;;;
7,01E+15;22:00:00;22:00:00;1809;13;;;;;
7,01E+15;22:02:00;22:02:00;1775;14;;;;;
7,01E+15;22:04:00;22:04:00;1776;15;;;;;
7,01E+15;22:06:00;22:06:00;1865;16;;;;;
7,01E+15;22:08:00;22:08:00;1924;17;;;;;
7,01E+15;22:11:00;22:11:00;1771;18;;;;;
7,01E+15;22:12:00;22:12:00;2011;19;;;;;
7,01E+15;22:14:00;22:14:00;1914;20;;;;;
7,01E+15;22:16:00;22:16:00;2078;21;;;;;
7,01E+15;22:19:00;22:19:00;1988;22;;;;;
7,01E+15;22:22:00;22:22:00;1673;23;;;;;
7,41E+15;19:03:00;19:03:00;2010;15;;;;;
8,31E+15;23:02:00;23:02:00;2451;22;;;;;
8,31E+15;23:04:00;23:04:00;48432;23;;;;;
8,71E+15;19:13:00;19:13:00;2307;2;;;;;
8,71E+15;19:16:00;19:16:00;2532;3;;;;;
8,71E+15;19:19:00;19:19:00;2129;4;;;;;
8,71E+15;19:21:00;19:21:00;2304;5;;;;;
1,00E+16;09:20:00;09:20:00;2090;1;;;;;
1,00E+16;09:25:00;09:25:00;2091;2;;;;;
1,00E+16;09:20:00;09:20:00;2552;1;;;;;
1,00E+16;09:25:00;09:25:00;2551;2;;;;;
1,00E+16;17:33:00;17:33:00;22789;1;;;;;
1,00E+16;17:41:00;17:41:00;22791;2;;;;;
1,00E+16;17:43:00;17:43:00;22793;3;;;;;
1,00E+16;17:33:00;17:33:00;22794;1;;;;;
1,00E+16;17:35:00;17:35:00;22792;2;;;;;
1,00E+16;17:43:00;17:43:00;22790;3;;;;;
1,00E+16;14:49:00;14:49:00;2035;1;;;;;
1,00E+16;14:50:00;14:50:00;2067;2;;;;;
1,00E+16;14:51:00;14:51:00;1725;3;;;;;
1,00E+16;14:53:00;14:53:00;1751;4;;;;;
1,00E+16;14:54:00;14:54:00;1832;5;;;;;
1,00E+16;14:56:00;14:56:00;1698;6;;;;;
1,00E+16;14:58:00;14:58:00;1955;7;;;;;
1,00E+16;15:00:00;15:00:00;2062;8;;;;;
1,00E+16;15:01:00;15:01:00;1642;9;;;;;
1,00E+16;15:03:00;15:03:00;1892;10;;;;;
1,00E+16;15:04:00;15:04:00;2036;11;;;;;
1,00E+16;15:05:00;15:05:00;1864;12;;;;;
1,00E+16;15:06:00;15:06:00;1773;13;;;;;
1,00E+16;15:08:00;15:08:00;1688;14;;;;;
1,00E+16;15:09:00;15:09:00;1980;15;;;;;
1,00E+16;15:11:00;15:11:00;2083;16;;;;;
1,00E+16;15:12:00;15:12:00;1945;17;;;;;
1,00E+16;15:13:00;15:13:00;1961;18;;;;;
1,00E+16;15:15:00;15:15:00;2028;19;;;;;
1,00E+16;15:16:00;15:16:00;2048;20;;;;;
1,00E+16;15:17:00;15:17:00;1755;21;;;;;
1,00E+16;15:19:00;15:19:00;1856;22;;;;;
1,00E+16;15:20:00;15:20:00;1803;23;;;;;
1,00E+16;15:22:00;15:22:00;1933;24;;;;;
1,00E+16;15:23:00;15:23:00;1887;25;;;;;
1,00E+16;14:56:00;14:56:00;2283;1;;;;;
1,00E+16;14:57:00;14:57:00;2258;2;;;;;
1,00E+16;14:59:00;14:59:00;2342;3;;;;;
1,00E+16;15:00:00;15:00:00;2323;4;;;;;
1,00E+16;15:02:00;15:02:00;2433;5;;;;;
1,00E+16;15:03:00;15:03:00;2098;6;;;;;
1,00E+16;15:04:00;15:04:00;2147;7;;;;;
1,00E+16;15:06:00;15:06:00;2216;8;;;;;
1,00E+16;15:07:00;15:07:00;2200;9;;;;;
1,00E+16;15:08:00;15:08:00;2544;10;;;;;
1,00E+16;15:10:00;15:10:00;2170;11;;;;;
1,00E+16;15:11:00;15:11:00;2498;12;;;;;
1,00E+16;15:13:00;15:13:00;2383;13;;;;;
1,00E+16;15:14:00;15:14:00;2331;14;;;;;
1,00E+16;15:15:00;15:15:00;2155;15;;;;;
1,00E+16;15:16:00;15:16:00;2288;16;;;;;
1,00E+16;15:18:00;15:18:00;2522;17;;;;;
1,00E+16;15:19:00;15:19:00;2111;18;;;;;
1,00E+16;15:21:00;15:21:00;2210;19;;;;;
1,00E+16;15:23:00;15:23:00;2443;20;;;;;
1,00E+16;15:25:00;15:25:00;2371;21;;;;;
1,00E+16;15:26:00;15:26:00;2429;22;;;;;
1,00E+16;15:28:00;15:28:00;2470;23;;;;;
1,00E+16;15:29:00;15:29:00;2116;24;;;;;
1,00E+16;15:31:00;15:31:00;2154;25;;;;;
1,00E+16;14:58:00;14:58:00;1833;1;;;;;
1,00E+16;15:00:00;15:00:00;2058;2;;;;;
1,00E+16;15:01:00;15:01:00;2041;3;;;;;
1,00E+16;15:02:00;15:02:00;1788;4;;;;;
1,00E+16;15:03:00;15:03:00;1784;5;;;;;
1,00E+16;15:05:00;15:05:00;1812;6;;;;;
1,00E+16;15:06:00;15:06:00;2079;7;;;;;
1,00E+16;15:07:00;15:07:00;2087;8;;;;;
1,00E+16;15:08:00;15:08:00;1978;9;;;;;
1,00E+16;15:10:00;15:10:00;1900;10;;;;;
1,00E+16;15:11:00;15:11:00;1674;11;;;;;
1,00E+16;15:12:00;15:12:00;1910;12;;;;;
1,00E+16;15:14:00;15:14:00;2086;13;;;;;
1,00E+16;15:15:00;15:15:00;2046;14;;;;;
1,00E+16;15:17:00;15:17:00;1791;15;;;;;
1,00E+16;15:18:00;15:18:00;2071;16;;;;;
1,00E+16;15:19:00;15:19:00;1795;17;;;;;
1,00E+16;15:21:00;15:21:00;1707;18;;;;;
1,00E+16;15:22:00;15:22:00;1629;19;;;;;
1,00E+16;15:23:00;15:23:00;1822;20;;;;;
1,00E+16;15:24:00;15:24:00;1989;21;;;;;
1,00E+16;15:26:00;15:26:00;1684;22;;;;;
1,00E+16;15:27:00;15:27:00;2029;23;;;;;
1,00E+16;15:29:00;15:29:00;1694;24;;;;;
1,00E+16;15:30:00;15:30:00;1736;25;;;;;
1,00E+16;15:16:00;15:16:00;2414;1;;;;;
1,00E+16;15:17:00;15:17:00;2504;2;;;;;
1,00E+16;15:19:00;15:19:00;2148;3;;;;;
1,00E+16;15:20:00;15:20:00;2494;4;;;;;
1,00E+16;15:21:00;15:21:00;2179;5;;;;;
1,00E+16;15:22:00;15:22:00;2361;6;;;;;
1,00E+16;15:24:00;15:24:00;2509;7;;;;;
1,00E+16;15:25:00;15:25:00;2452;8;;;;;
1,00E+16;15:26:00;15:26:00;2405;9;;;;;
1,00E+16;15:28:00;15:28:00;2120;10;;;;;
1,00E+16;15:29:00;15:29:00;2401;11;;;;;
1,00E+16;15:30:00;15:30:00;2096;12;;;;;
1,00E+16;15:32:00;15:32:00;2547;13;;;;;
1,00E+16;15:33:00;15:33:00;2235;14;;;;;
1,00E+16;15:35:00;15:35:00;2484;15;;;;;
1,00E+16;15:36:00;15:36:00;2296;16;;;;;
1,00E+16;15:37:00;15:37:00;2168;17;;;;;
1,00E+16;15:39:00;15:39:00;2548;18;;;;;
1,00E+16;15:40:00;15:40:00;2128;19;;;;;
1,00E+16;15:41:00;15:41:00;2351;20;;;;;
1,00E+16;15:43:00;15:43:00;2394;21;;;;;
1,00E+16;15:44:00;15:44:00;2398;22;;;;;
1,00E+16;15:45:00;15:45:00;2160;23;;;;;
1,00E+16;15:46:00;15:46:00;2107;24;;;;;
1,00E+16;15:48:00;15:48:00;2338;25;;;;;
1,00E+16;16:55:00;16:55:00;1949;1;;;;;
1,00E+16;16:56:00;16:56:00;1737;2;;;;;
1,00E+16;16:58:00;16:58:00;1950;3;;;;;
1,00E+16;17:00:00;17:00:00;1785;4;;;;;
1,00E+16;17:01:00;17:01:00;1728;5;;;;;
1,00E+16;17:02:00;17:02:00;1779;6;;;;;
1,00E+16;17:04:00;17:04:00;1766;7;;;;;
1,00E+16;17:05:00;17:05:00;1683;8;;;;;
1,00E+16;17:06:00;17:06:00;2050;9;;;;;
1,00E+16;17:07:00;17:07:00;1765;10;;;;;
1,00E+16;17:08:00;17:08:00;1662;11;;;;;
1,00E+16;17:09:00;17:09:00;2007;12;;;;;
1,00E+16;17:10:00;17:10:00;1760;13;;;;;
1,00E+16;17:12:00;17:12:00;1846;14;;;;;
1,00E+16;17:13:00;17:13:00;1889;15;;;;;
1,00E+16;17:14:00;17:14:00;1722;16;;;;;
1,00E+16;17:15:00;17:15:00;1935;17;;;;;
1,00E+16;17:17:00;17:17:00;1630;18;;;;;
1,00E+16;17:18:00;17:18:00;1881;19;;;;;
1,00E+16;17:19:00;17:19:00;1634;20;;;;;
1,00E+16;17:20:00;17:20:00;1786;21;;;;;
1,00E+16;17:22:00;17:22:00;1738;22;;;;;
1,00E+16;17:23:00;17:23:00;1862;23;;;;;
1,00E+16;17:24:00;17:24:00;2044;24;;;;;
1,00E+16;17:26:00;17:26:00;1802;25;;;;;
1,00E+16;17:02:00;17:02:00;2341;1;;;;;
1,00E+16;17:03:00;17:03:00;2163;2;;;;;
1,00E+16;17:05:00;17:05:00;2329;3;;;;;
1,00E+16;17:06:00;17:06:00;2416;4;;;;;
1,00E+16;17:07:00;17:07:00;2396;5;;;;;
1,00E+16;17:08:00;17:08:00;2514;6;;;;;
1,00E+16;17:10:00;17:10:00;2277;7;;;;;
1,00E+16;17:11:00;17:11:00;2510;8;;;;;
1,00E+16;17:13:00;17:13:00;2260;9;;;;;
1,00E+16;17:14:00;17:14:00;2467;10;;;;;
1,00E+16;17:15:00;17:15:00;2285;11;;;;;
1,00E+16;17:17:00;17:17:00;2313;12;;;;;
1,00E+16;17:18:00;17:18:00;2438;13;;;;;
1,00E+16;17:19:00;17:19:00;2196;14;;;;;
1,00E+16;17:20:00;17:20:00;2542;15;;;;;
1,00E+16;17:21:00;17:21:00;2375;16;;;;;
1,00E+16;17:22:00;17:22:00;2099;17;;;;;
1,00E+16;17:23:00;17:23:00;2493;18;;;;;
1,00E+16;17:25:00;17:25:00;2376;19;;;;;
1,00E+16;17:26:00;17:26:00;2389;20;;;;;
1,00E+16;17:27:00;17:27:00;2471;21;;;;;
1,00E+16;17:29:00;17:29:00;2395;22;;;;;
1,00E+16;17:31:00;17:31:00;2205;23;;;;;
1,00E+16;17:32:00;17:32:00;2415;24;;;;;
1,00E+16;17:33:00;17:33:00;2204;25;;;;;
1,00E+16;16:31:00;16:31:00;1752;1;;;;;
1,00E+16;16:32:00;16:32:00;1718;2;;;;;
1,00E+16;16:33:00;16:33:00;1783;3;;;;;
1,00E+16;16:34:00;16:34:00;1659;4;;;;;
1,00E+16;16:31:00;16:31:00;2539;1;;;;;
1,00E+16;16:32:00;16:32:00;2393;2;;;;;
1,00E+16;16:33:00;16:33:00;2463;3;;;;;
1,00E+16;16:34:00;16:34:00;2430;4;;;;;
1,00E+16;13:56:00;13:56:00;2089;1;;;;;
1,00E+16;13:59:00;13:59:00;2072;2;;;;;
1,00E+16;14:01:00;14:01:00;1932;3;;;;;
1,00E+16;14:03:00;14:03:00;1891;4;;;;;
1,00E+16;14:04:00;14:04:00;1746;5;;;;;
1,00E+16;14:06:00;14:06:00;1772;6;;;;;
1,00E+16;14:07:00;14:07:00;1922;7;;;;;
1,00E+16;14:08:00;14:08:00;1901;8;;;;;
1,00E+16;14:10:00;14:10:00;1675;9;;;;;
1,00E+16;14:12:00;14:12:00;1958;10;;;;;
1,00E+16;14:14:00;14:14:00;2076;11;;;;;
1,00E+16;14:16:00;14:16:00;1898;12;;;;;
1,00E+16;14:17:00;14:17:00;1767;13;;;;;
1,00E+16;14:19:00;14:19:00;1843;14;;;;;
1,00E+16;14:20:00;14:20:00;1700;15;;;;;
1,00E+16;14:21:00;14:21:00;2008;16;;;;;
1,00E+16;14:22:00;14:22:00;2063;17;;;;;
1,00E+16;14:24:00;14:24:00;1759;18;;;;;
1,00E+16;14:26:00;14:26:00;1951;19;;;;;
1,00E+16;14:27:00;14:27:00;1641;20;;;;;
1,00E+16;14:29:00;14:29:00;2017;21;;;;;
1,00E+16;14:30:00;14:30:00;1793;22;;;;;
1,00E+16;14:15:00;14:15:00;2403;1;;;;;
1,00E+16;14:17:00;14:17:00;2136;2;;;;;
1,00E+16;14:18:00;14:18:00;2521;3;;;;;
1,00E+16;14:19:00;14:19:00;2206;4;;;;;
1,00E+16;14:21:00;14:21:00;2437;5;;;;;
1,00E+16;14:23:00;14:23:00;2112;6;;;;;
1,00E+16;14:24:00;14:24:00;2164;7;;;;;
1,00E+16;14:25:00;14:25:00;2445;8;;;;;
1,00E+16;14:26:00;14:26:00;2310;9;;;;;
1,00E+16;14:28:00;14:28:00;2377;10;;;;;
1,00E+16;14:29:00;14:29:00;2294;11;;;;;
1,00E+16;14:31:00;14:31:00;2125;12;;;;;
1,00E+16;14:33:00;14:33:00;2213;13;;;;;
1,00E+16;14:35:00;14:35:00;2485;14;;;;;
1,00E+16;14:36:00;14:36:00;2297;15;;;;;
1,00E+16;14:38:00;14:38:00;2247;16;;;;;
1,00E+16;14:39:00;14:39:00;2382;17;;;;;
1,00E+16;14:40:00;14:40:00;2424;18;;;;;
1,00E+16;14:42:00;14:42:00;2287;19;;;;;
1,00E+16;14:43:00;14:43:00;2257;20;;;;;
1,00E+16;14:45:00;14:45:00;2121;21;;;;;
1,00E+16;14:49:00;14:49:00;2550;22;;;;;
1,00E+16;15:42:00;15:42:00;1834;1;;;;;
1,00E+16;15:44:00;15:44:00;1789;2;;;;;
1,00E+16;15:45:00;15:45:00;2065;3;;;;;
1,00E+16;15:46:00;15:46:00;2081;4;;;;;
1,00E+16;15:47:00;15:47:00;2082;5;;;;;
1,00E+16;15:48:00;15:48:00;2068;6;;;;;
1,00E+16;15:50:00;15:50:00;1644;7;;;;;
1,00E+16;15:51:00;15:51:00;1974;8;;;;;
1,00E+16;15:52:00;15:52:00;1836;9;;;;;
1,00E+16;15:53:00;15:53:00;1794;10;;;;;
1,00E+16;15:54:00;15:54:00;1987;11;;;;;
1,00E+16;15:56:00;15:56:00;1962;12;;;;;
1,00E+16;15:57:00;15:57:00;1640;13;;;;;
1,00E+16;15:58:00;15:58:00;1997;14;;;;;
1,00E+16;15:59:00;15:59:00;1763;15;;;;;
1,00E+16;16:00:00;16:00:00;1930;16;;;;;
1,00E+16;16:02:00;16:02:00;1825;17;;;;;
1,00E+16;16:03:00;16:03:00;1781;18;;;;;
1,00E+16;16:04:00;16:04:00;1665;19;;;;;
1,00E+16;16:06:00;16:06:00;2016;20;;;;;
1,00E+16;16:07:00;16:07:00;1657;21;;;;;
1,00E+16;16:08:00;16:08:00;1926;22;;;;;
1,00E+16;16:09:00;16:09:00;2069;23;;;;;
1,00E+16;16:10:00;16:10:00;1780;24;;;;;
1,00E+16;16:12:00;16:12:00;1687;25;;;;;
1,00E+16;16:13:00;16:13:00;2073;26;;;;;
1,00E+16;16:14:00;16:14:00;1909;27;;;;;
1,00E+16;16:16:00;16:16:00;2030;28;;;;;
1,00E+16;15:44:00;15:44:00;2149;1;;;;;
1,00E+16;15:46:00;15:46:00;2234;2;;;;;
1,00E+16;15:47:00;15:47:00;2122;3;;;;;
1,00E+16;15:48:00;15:48:00;2497;4;;;;;
1,00E+16;15:50:00;15:50:00;2390;5;;;;;
1,00E+16;15:51:00;15:51:00;2118;6;;;;;
1,00E+16;15:52:00;15:52:00;2251;7;;;;;
1,00E+16;15:53:00;15:53:00;2537;8;;;;;
1,00E+16;15:54:00;15:54:00;2135;9;;;;;
1,00E+16;15:55:00;15:55:00;2475;10;;;;;
1,00E+16;15:56:00;15:56:00;2391;11;;;;;
1,00E+16;15:58:00;15:58:00;2364;12;;;;;
1,00E+16;15:59:00;15:59:00;2255;13;;;;;
1,00E+16;16:00:00;16:00:00;2409;14;;;;;
1,00E+16;16:01:00;16:01:00;2186;15;;;;;
1,00E+16;16:02:00;16:02:00;2520;16;;;;;
1,00E+16;16:04:00;16:04:00;2217;17;;;;;
1,00E+16;16:05:00;16:05:00;2177;18;;;;;
1,00E+16;16:07:00;16:07:00;2404;19;;;;;
1,00E+16;16:08:00;16:08:00;2303;20;;;;;
1,00E+16;16:09:00;16:09:00;2229;21;;;;;
1,00E+16;16:10:00;16:10:00;2524;22;;;;;
1,00E+16;16:11:00;16:11:00;2117;23;;;;;
1,00E+16;16:13:00;16:13:00;2543;24;;;;;
1,00E+16;16:14:00;16:14:00;2094;25;;;;;
1,00E+16;16:15:00;16:15:00;2114;26;;;;;
1,00E+16;16:16:00;16:16:00;2399;27;;;;;
1,00E+16;16:17:00;16:17:00;2339;28;;;;;
1,00E+16;22:23:00;22:23:00;1911;1;;;;;
1,00E+16;22:25:00;22:25:00;1944;2;;;;;
1,00E+16;22:27:00;22:27:00;2055;3;;;;;
1,00E+16;22:29:00;22:29:00;1744;4;;;;;
1,00E+16;22:30:00;22:30:00;1985;5;;;;;
1,00E+16;22:32:00;22:32:00;2080;6;;;;;
1,00E+16;22:33:00;22:33:00;1703;7;;;;;
1,00E+16;22:34:00;22:34:00;1676;8;;;;;
1,00E+16;22:35:00;22:35:00;1860;9;;;;;
1,00E+16;22:37:00;22:37:00;2085;10;;;;;
1,00E+16;22:38:00;22:38:00;1954;11;;;;;
1,00E+16;22:40:00;22:40:00;1800;12;;;;;
1,00E+16;22:41:00;22:41:00;2015;13;;;;;
1,00E+16;22:42:00;22:42:00;1849;14;;;;;
1,00E+16;22:43:00;22:43:00;1971;15;;;;;
1,00E+16;22:45:00;22:45:00;1847;16;;;;;
1,00E+16;22:46:00;22:46:00;1757;17;;;;;
1,00E+16;22:47:00;22:47:00;1774;18;;;;;
1,00E+16;22:49:00;22:49:00;1806;19;;;;;
1,00E+16;22:50:00;22:50:00;1966;20;;;;;
1,00E+16;22:52:00;22:52:00;1805;21;;;;;
1,00E+16;22:53:00;22:53:00;1681;22;;;;;
1,00E+16;22:55:00;22:55:00;1907;23;;;;;
1,00E+16;22:56:00;22:56:00;1649;24;;;;;
1,00E+16;22:57:00;22:57:00;2020;25;;;;;
1,00E+16;22:58:00;22:58:00;1854;26;;;;;
1,00E+16;23:00:00;23:00:00;1648;27;;;;;
1,00E+16;23:01:00;23:01:00;1685;28;;;;;
1,00E+16;23:02:00;23:02:00;1876;29;;;;;
1,00E+16;23:04:00;23:04:00;1925;30;;;;;
1,00E+16;23:05:00;23:05:00;1639;31;;;;;
1,00E+16;23:07:00;23:07:00;1696;32;;;;;
1,00E+16;23:09:00;23:09:00;1695;33;;;;;
1,00E+16;22:57:00;22:57:00;1808;30;;;;;
1,00E+16;22:58:00;22:58:00;1740;31;;;;;
1,00E+16;23:00:00;23:00:00;1734;32;;;;;
1,00E+16;23:01:00;23:01:00;1790;33;;;;;
1,00E+16;23:03:00;23:03:00;1871;34;;;;;
1,00E+16;22:06:00;22:06:00;2505;1;;;;;
1,00E+16;22:08:00;22:08:00;2506;2;;;;;
1,00E+16;22:10:00;22:10:00;2519;3;;;;;
1,00E+16;22:11:00;22:11:00;2250;4;;;;;
1,00E+16;22:14:00;22:14:00;2272;5;;;;;
1,00E+16;22:15:00;22:15:00;2495;6;;;;;
1,00E+16;22:16:00;22:16:00;2528;7;;;;;
1,00E+16;22:18:00;22:18:00;2321;8;;;;;
1,00E+16;22:19:00;22:19:00;2139;9;;;;;
1,00E+16;22:20:00;22:20:00;2529;10;;;;;
1,00E+16;22:21:00;22:21:00;2232;11;;;;;
1,00E+16;22:23:00;22:23:00;2491;12;;;;;
1,00E+16;22:24:00;22:24:00;2344;13;;;;;
1,00E+16;22:26:00;22:26:00;2221;14;;;;;
1,00E+16;22:27:00;22:27:00;2345;15;;;;;
1,00E+16;22:29:00;22:29:00;2384;16;;;;;
1,00E+16;22:30:00;22:30:00;2435;17;;;;;
1,00E+16;22:32:00;22:32:00;2314;18;;;;;
1,00E+16;22:33:00;22:33:00;2226;19;;;;;
1,00E+16;22:34:00;22:34:00;2316;20;;;;;
1,00E+16;22:35:00;22:35:00;2134;21;;;;;
1,00E+16;22:36:00;22:36:00;2373;22;;;;;
1,00E+16;22:38:00;22:38:00;2209;23;;;;;
1,00E+16;22:39:00;22:39:00;2546;24;;;;;
1,00E+16;22:41:00;22:41:00;2327;25;;;;;
1,00E+16;22:42:00;22:42:00;2486;26;;;;;
1,00E+16;22:43:00;22:43:00;2448;27;;;;;
1,00E+16;22:44:00;22:44:00;2093;28;;;;;
1,00E+16;22:46:00;22:46:00;2175;29;;;;;
1,00E+16;22:47:00;22:47:00;2422;30;;;;;
1,00E+16;22:49:00;22:49:00;2104;31;;;;;
1,00E+16;22:51:00;22:51:00;2199;32;;;;;
1,00E+16;22:53:00;22:53:00;2236;33;;;;;
1,00E+16;22:12:00;22:12:00;2301;1;;;;;
1,00E+16;22:14:00;22:14:00;2400;2;;;;;
1,00E+16;22:16:00;22:16:00;2412;3;;;;;
1,00E+16;22:17:00;22:17:00;2418;4;;;;;
1,00E+16;22:18:00;22:18:00;2347;5;;;;;
1,00E+16;22:20:00;22:20:00;2272;6;;;;;
1,00E+16;22:21:00;22:21:00;2495;7;;;;;
1,00E+16;22:22:00;22:22:00;2528;8;;;;;
1,00E+16;22:24:00;22:24:00;2321;9;;;;;
1,00E+16;22:25:00;22:25:00;2139;10;;;;;
1,00E+16;22:26:00;22:26:00;2529;11;;;;;
1,00E+16;22:27:00;22:27:00;2232;12;;;;;
1,00E+16;22:29:00;22:29:00;2491;13;;;;;
1,00E+16;22:30:00;22:30:00;2344;14;;;;;
1,00E+16;22:32:00;22:32:00;2221;15;;;;;
1,00E+16;22:33:00;22:33:00;2345;16;;;;;
1,00E+16;22:35:00;22:35:00;2384;17;;;;;
1,00E+16;22:36:00;22:36:00;2435;18;;;;;
1,00E+16;22:38:00;22:38:00;2314;19;;;;;
1,00E+16;22:39:00;22:39:00;2226;20;;;;;
1,00E+16;22:40:00;22:40:00;2316;21;;;;;
1,00E+16;22:41:00;22:41:00;2134;22;;;;;
1,00E+16;22:42:00;22:42:00;2373;23;;;;;
1,00E+16;22:44:00;22:44:00;2209;24;;;;;
1,00E+16;22:45:00;22:45:00;2546;25;;;;;
1,00E+16;22:47:00;22:47:00;2327;26;;;;;
1,00E+16;22:48:00;22:48:00;2486;27;;;;;
1,00E+16;22:49:00;22:49:00;2448;28;;;;;
1,00E+16;22:50:00;22:50:00;2093;29;;;;;
1,00E+16;22:52:00;22:52:00;2175;30;;;;;
1,00E+16;22:53:00;22:53:00;2422;31;;;;;
1,00E+16;22:55:00;22:55:00;2104;32;;;;;
1,00E+16;22:57:00;22:57:00;2199;33;;;;;
1,00E+16;22:59:00;22:59:00;2236;34;;;;;
1,00E+16;17:05:00;17:05:00;1756;1;;;;;
1,00E+16;17:06:00;17:06:00;1635;2;;;;;
1,00E+16;17:08:00;17:08:00;2002;3;;;;;
1,00E+16;17:09:00;17:09:00;2013;4;;;;;
1,00E+16;17:10:00;17:10:00;2075;5;;;;;
1,00E+16;17:11:00;17:11:00;1902;6;;;;;
1,00E+16;17:12:00;17:12:00;1861;7;;;;;
1,00E+16;17:19:00;17:19:00;2328;1;;;;;
1,00E+16;17:20:00;17:20:00;2298;2;;;;;
1,00E+16;17:21:00;17:21:00;2124;3;;;;;
1,00E+16;17:23:00;17:23:00;2132;4;;;;;
1,00E+16;17:24:00;17:24:00;2191;5;;;;;
1,00E+16;17:25:00;17:25:00;1797;6;;;;;
1,00E+16;17:27:00;17:27:00;2434;7;;;;;
1,00E+16;15:43:00;15:43:00;3343334;1;;;;;
1,00E+16;15:44:00;15:44:00;3343336;2;;;;;
1,00E+16;15:45:00;15:45:00;3343338;3;;;;;
1,00E+16;15:46:00;15:46:00;3343746;4;;;;;
1,00E+16;15:47:00;15:47:00;3343753;5;;;;;
1,00E+16;15:49:00;15:49:00;3343755;6;;;;;
1,00E+16;15:50:00;15:50:00;3343757;7;;;;;
1,00E+16;15:51:00;15:51:00;3343759;8;;;;;
1,00E+16;15:53:00;15:53:00;3343761;9;;;;;
1,00E+16;15:55:00;15:55:00;3343763;10;;;;;
1,00E+16;15:56:00;15:56:00;3343765;11;;;;;
1,00E+16;15:57:00;15:57:00;3343767;12;;;;;
1,00E+16;15:58:00;15:58:00;3343769;13;;;;;
1,00E+16;15:59:00;15:59:00;3343771;14;;;;;
1,00E+16;16:00:00;16:00:00;3343773;15;;;;;
1,00E+16;16:02:00;16:02:00;3343775;16;;;;;
1,00E+16;16:03:00;16:03:00;3343777;17;;;;;
