stop_id,stop_code,stop_name                    ,stop_desc,stop_lat          ,stop_lon          ,location_type,parent_station
4118073,,RUE DE LA STATION,,0.8535409909578027,0.0399072259153117,0,6839
4118072,,RUE DE LA STATION,,0.8535373871846681,0.0399165088739845,0,6839
4118071,,QUAI DE CLICHY,,0.8534719858406108,0.0399356055632170,0,9136
4118078,,RUE DES CHAMPS,,0.8536992353096191,0.0398540021959633,0,6842
4118077,,COMETE,,0.8536423100589947,0.0398840444492141,0,6841
4118076,,COMETE,,0.8536499957806631,0.0398835608013797,0,6841
4118075,,GALLIENI,,0.8535987160850356,0.0399119284194777,0,6840
4118080,,BOURGUIGNONS,,0.8537484768416514,0.0398299141314579,0,6843
4118081,,BOURGUIGNONS,,0.8537541194171143,0.0398208644598531,0,6843
4170195,,PORT DE GENNEVILLIERS - CENTRE DE VIE,,0.8540819218557525,0.0397750393020309,0,475214
3900924,,PORTE D'AUBERVILLIERS,,0.8534234498377007,0.0413928143482582,0,454581
3900948,,PONT DU CANAL,,0.8538829351762738,0.0411550944981584,0,6858
3900947,,DELAUNAY - RIMET,,0.8538824498979398,0.0412315003041510,0,454584
3900949,,PONT DU CANAL,,0.8538797952134134,0.0411712788853940,0,6858
3900961,,FRONT POPULAIRE-PROUDHON,,0.8535419071525734,0.0412765426394428,0,454587
3900943,,AVENUE DU STADE DE FRANCE,,0.8537841031811331,0.0412269305513054,0,119946
3900927,,PARC DU MILLENAIRE,,0.8534502658579264,0.0414151958042836,0,159906
3900962,,GARDINOUX,,0.8535310772114495,0.0413050887348640,0,411985
3900928,,MAGASINS GENERAUX,,0.8534772624879894,0.0413547831487160,0,411982
3900944,,JESSE OWENS,,0.8538382056651441,0.0412824136531696,0,119947
3900925,,PORTE D'AUBERVILLIERS,,0.8534234498377007,0.0413928143482582,0,454581
3900963,,MODES ET MEDIAS,,0.8535061371172188,0.0413045987431823,0,411984
3900945,,JESSE OWENS,,0.8538353832919112,0.0412781278975285,0,119947
3900926,,SKANDERBEG,,0.8534149816529593,0.0413854337669838,0,411980
3900946,,DELAUNAY - RIMET,,0.8538841755421949,0.0412303110155613,0,454584
3900965,,PARC DU MILLENAIRE,,0.8534603153602438,0.0413785639936153,0,159905
3900966,,SKANDERBEG,,0.8534281596962052,0.0413783052468587,0,143514
3926128,,NET SQU@RE,,0.8534797845177544,0.0413072009256913,0,411983
3900940,,LA PLAINE - STADE DE FRANCE RER,,0.8537473970891920,0.0412366704721384,0,431658
3900929,,MAGASINS GENERAUX,,0.8534731821993828,0.0413621560451591,0,411982
3900941,,LA PLAINE - STADE DE FRANCE RER,,0.8537513195742994,0.0412314366109130,0,431658
3900942,,AVENUE DU STADE DE FRANCE,,0.8537815921542031,0.0412333553003625,0,119946
3926129,,NET SQU@RE,,0.8534826077661837,0.0413079162919894,0,411986
3900960,,LA MONTJOIE - GERMAINE TILLION,,0.8536178191915971,0.0413032342776632,0,439342
3900959,,SAINT-GOBAIN,,0.8536433855790242,0.0413077700005146,0,439341
3900958,,PLACE DE LA RESISTANCE,,0.8539991702612468,0.0411149097403697,0,119933
3900939,,MURGER,,0.8536943642229917,0.0413054193063183,0,71593
3900938,,MURGER,,0.8536967174633592,0.0413037548093939,0,71593
3900937,,SAINT-GOBAIN,,0.8536476196185143,0.0413120557500505,0,439339
3900936,,LA MONTJOIE - GERMAINE TILLION,,0.8536171910061219,0.0413063273391555,0,439338
3900952,,PORTE DE PARIS-METRO,,0.8539585416050715,0.0411377475578109,0,6859
3900934,,METALLURGIE,,0.8535834705429242,0.0412915555067497,0,252563
3900935,,METALLURGIE,,0.8535862942962229,0.0412901293837171,0,252563
3900953,,PLACE LANNE,,0.8539955554764442,0.0411582344069773,0,119936
3900932,,GARDINOUX,,0.8535312333625251,0.0413079440132856,0,6913
3900950,,PORTE DE PARIS-METRO-STADE DE FRANCE,,0.8539303065353812,0.0411463061198021,0,119932
3900933,,FRONT POPULAIRE-PROUDHON,,0.8535412788930157,0.0412801113300435,0,454583
3900951,,PORTE DE PARIS-METRO,,0.8539632460496458,0.0411446526952210,0,6859
3900956,,MARCHE - REPUBLIQUE,,0.8540576711143002,0.0411473082841711,0,454585
3900931,,MODES ET MEDIAS,,0.8535066069826831,0.0413074541214613,0,411987
3900957,,GABRIEL PERI - FRANKLIN,,0.8540332052461723,0.0411282535058093,0,454586
3900954,,MEDIATHEQUE,,0.8540341385742822,0.0411734861778781,0,411988
3900955,,MEDIATHEQUE,,0.8540341385742822,0.0411734861778781,0,411988
4024577,,VOLTAIRE,,0.8530259323355076,0.0383977010676660,0,9212
4024576,,VOLTAIRE,,0.8530332915837575,0.0383862671008606,0,9212
4024579,,FABRE D'EGLANTINE,,0.8530388910998887,0.0383455878327551,0,55375
4024578,,FABRE D'EGLANTINE,,0.8530413980603506,0.0383432030134444,0,55375
4024536,,ETANG DE L'ABBAYE,,0.8528508450956025,0.0389894582295039,0,172170
4024537,,LES MOULINS - CAMPING,,0.8528215259342780,0.0390056833663537,0,466330
4024538,,RUE DES BOURETS - PONT DE SURESNES,,0.8528628237481408,0.0388779263491661,0,466301
4024539,,RUE DES BOURETS - PONT DE SURESNES,,0.8528560804584004,0.0388798426545081,0,466301
4024532,,HOPITAL AMBROISE PARE,,0.8525563323942391,0.0390789356975983,0,10388
4024533,,PASSERELLE DE L'AVRE,,0.8526206214027674,0.0388708323404493,0,172168
4024534,,HIPPODROME DE LONGCHAMP,,0.8527472480560321,0.0389126411491148,0,172169
4024535,,HIPPODROME DE LONGCHAMP,,0.8527560319088789,0.0389121474503634,0,172169
4024531,,HOPITAL AMBROISE PARE,,0.8525586902384101,0.0390848731620863,0,10388
4024530,,GAMBETTA,,0.8525275105793098,0.0391296137117725,0,317534
4024572,,LES GERANIUMS,,0.8529543051240669,0.0384487757673731,0,172174
4024573,,LES GERANIUMS,,0.8529580614583203,0.0384413947938206,0,172174
4024574,,EUGENE SUE,,0.8530069849179376,0.0384262866065281,0,9211
4024575,,EUGENE SUE,,0.8530079231016297,0.0384236684059325,0,9211
4024570,,8 MAI 1945,,0.8528966091170136,0.0384746038976230,0,10954
4024571,,8 MAI 1945,,0.8529169917516297,0.0384662297004772,0,10954
4024569,,AVENUE DU MONT VALERIEN,,0.8528647176157582,0.0384314136862463,0,9217
4024568,,AVENUE DU MONT VALERIEN,,0.8528655070465856,0.0384359290252644,0,9217
4024567,,VICTORIEN SARDOU,,0.8528246399110007,0.0383637603101640,0,9218
4024529,,GAMBETTA,,0.8525268873001774,0.0391348435679793,0,317534
4024566,,VICTORIEN SARDOU,,0.8528216617618907,0.0383656702717152,0,9218
4024565,,LES MAZURIERES,,0.8527747369738510,0.0383460641551308,0,9219
4024527,,SUZANNE LENGLEN,,0.8525207009422635,0.0392494104219291,0,172164
4024528,,SUZANNE LENGLEN,,0.8525177233469368,0.0392532181565710,0,172164
4024525,,FLEURISTE MUNICIPAL,,0.8525207440315414,0.0393085894480376,0,172163
4024526,,FLEURISTE MUNICIPAL,,0.8525171402249558,0.0393142993405468,0,172163
4024523,,PORTE D'AUTEUIL-METRO,,0.8525285049054774,0.0394169538338606,0,18183
4024524,,PORTE D'AUTEUIL-METRO,,0.8525285049054774,0.0394169538338606,0,18183
4024563,,GROTIUS,,0.8527516238411676,0.0384347991292648,0,172173
4024564,,LES MAZURIERES,,0.8527785080861747,0.0383515218676922,0,9219
4024561,,STALINGRAD,,0.8527919508107153,0.0384465810156873,0,172171
4024562,,STALINGRAD,,0.8527817496890053,0.0384420904727429,0,172171
4024560,,STRESEMANN,,0.8527992337075601,0.0385069481989234,0,172162
4024599,,RUEIL-MALMAISON RER,,0.8531960041194351,0.0379294102916406,0,55467
4024598,,PASSERELLE DE L'AVRE,,0.8526008616840910,0.0388763411077972,0,172165
4024617,,PLACE DE LA PAIX,,0.8528164921517809,0.0385102330498474,0,10949
4024611,,AVENUE DU MONT VALERIEN,,0.8528647176157582,0.0384314136862463,0,9217
4024554,,EDOUARD VAILLANT,,0.8527951294181055,0.0386293942921605,0,10948
4024555,,EDOUARD VAILLANT,,0.8527905794351200,0.0386284542127916,0,10948
4024612,,VICTORIEN SARDOU,,0.8528246399110007,0.0383637603101640,0,9218
4024556,,PLACE JEAN JAURES,,0.8527905202833366,0.0385723481715576,0,24119
4024557,,PLACE JEAN JAURES,,0.8527936470893382,0.0385625932078684,0,24119
4024610,,8 MAI 1945,,0.8529169917516297,0.0384662297004772,0,10954
4024615,,STALINGRAD,,0.8527817496890053,0.0384420904727429,0,172171
4024558,,PLACE DE LA PAIX,,0.8528153995942329,0.0385152284416589,0,24120
4024616,,STRESEMANN,,0.8527992337075601,0.0385069481989234,0,172162
4024559,,STRESEMANN,,0.8527850951502303,0.0384879649644122,0,172162
4024613,,LES MAZURIERES,,0.8527747369738510,0.0383460641551308,0,9219
4024614,,MAISTRASSE,,0.8527660313216399,0.0384138412159676,0,172172
4024551,,CLUSERET - HOPITAL FOCH,,0.8528951403033176,0.0387176040471432,0,458758
4024550,,CLUSERET - HOPITAL FOCH,,0.8528946644941220,0.0387123742993787,0,458758
4024553,,LES BONS RAISINS,,0.8528331439443413,0.0386818460287033,0,12205
4024552,,LES BONS RAISINS,,0.8528266988196380,0.0386683094474464,0,12205
4024590,,COLMAR,,0.8531890120126535,0.0379781902290437,0,10960
4024591,,COLMAR,,0.8531827395900300,0.0379796367875171,0,10960
4024592,,RUEIL-MALMAISON RER,,0.8531961890308151,0.0379498643655630,0,55467
4024593,,RUEIL-MALMAISON RER,,0.8531960041194351,0.0379294102916406,0,55467
4024594,,MAISTRASSE,,0.8527660313216399,0.0384138412159676,0,172172
4024595,,PLACE DE LA PAIX,,0.8528147580473320,0.0385023918551688,0,10949
4024596,,CROIX DU ROY,,0.8527716077850762,0.0386368202253073,0,10947
4024597,,LES MOULINS-CAMPING,,0.8528025312933920,0.0389890789827767,0,10940
4024606,,FABRE D'EGLANTINE,,0.8530388910998887,0.0383455878327551,0,55375
4024589,,BAUDIN,,0.8531562847097120,0.0380201508727486,0,10959
4024607,,VOLTAIRE,,0.8530259323355076,0.0383977010676660,0,9212
4024588,,BAUDIN,,0.8531492525821736,0.0380401503495550,0,10959
4024608,,EUGENE SUE,,0.8530079231016297,0.0384236684059325,0,9211
4024587,,BROSSOLETTE,,0.8531054462552872,0.0381280395358505,0,172177
4024609,,LES GERANIUMS,,0.8529580614583203,0.0384413947938206,0,172174
4024545,,GARE DU MONT VALERIEN - HOPITAL FOCH,,0.8529372407261837,0.0387802805415573,0,465126
4024546,,JACQUES DECOUR,,0.8529791186065565,0.0387761450401267,0,13762
4024543,,MAIRIE DE SURESNES,,0.8529134480503529,0.0388328806754533,0,12585
